LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
b $2-5 million,GAMING PARTNERS INTERNATIONAL USA INC.,3945 W Cheyenne Ave. Suite 208,Las Vegas,NV,89032,339999,Corporation,Unanswered,Unanswered,Unanswered,,174,06/16/2020,"Zions Bank, A Division of",NV-04
b $2-5 million,GAUGHAN SOUTH HOLDING COMPANY LLC,9777 Law Vegas Blvd South,Las Vegas,NV,89183,721120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,346,05/26/2020,Greater Nevada CU,NV-03
b $2-5 million,"GCW, INC.",1555 S. Rainbow Blvd.,LAS VEGAS,NV,89146,541330,Corporation,Unanswered,Unanswered,Unanswered,,110,04/14/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,"GEOTEK COMPANIES, INC.",6835 ESCONDIDO ST,LAS VEGAS,NV,89119,541330,Corporation,Unanswered,Male Owned,Unanswered,,258,04/13/2020,Bank of George,NV-01
b $2-5 million,GET FRESH SALES,6745 S ESCONDIDO ST,LAS VEGAS,NV,89119,424480,Corporation,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
b $2-5 million,"GK NEVADA, LLC",6551 Centennial Center Blvd,Las Vegas,NV,89149,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,147,04/28/2020,Comerica Bank,NV-04
b $2-5 million,"GLENCOE MANAGEMENT, INC.",7548 SAHARA AVE,LAS VEGAS,NV,89117,722513,Corporation,White,Male Owned,Non-Veteran,,19,04/14/2020,City National Bank,NV-03
b $2-5 million,"GOLDEN GATE CASINO, LLC",301 FREMONT ST,LAS VEGAS,NV,89101,721120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,260,04/27/2020,Western Alliance Bank,NV-01
b $2-5 million,"GOODWILL INDUSTRIES OF SOUTHERN NEVADA, INC.",1280 W. Cheyenne Ave.,North Las Vegas,NV,89030,624310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,435,04/30/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,H & H ENTERPRISES,6355 Sunset Corporate Drive,LAS VEGAS,NV,89120,323111,Corporation,White,Male Owned,Non-Veteran,,179,04/08/2020,"Zions Bank, A Division of",NV-03
b $2-5 million,"HIRSCHI MASONRY, LLC",4120 Losee Road,NORTH LAS VEGAS,NV,89030,238140,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,471,04/07/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,"HOTSPUR RESORTS NEVADA, LTD.",221 N RAMPART BLVD,LAS VEGAS,NV,89145,721120,Corporation,Unanswered,Unanswered,Unanswered,,300,04/29/2020,Western Alliance Bank,NV-01
b $2-5 million,IKE GAMING INC,600 E Freemont,Las Vegas,NV,89101,721120,Corporation,Unanswered,Female Owned,Unanswered,,471,05/26/2020,Greater Nevada CU,NV-01
b $2-5 million,INTEGRATED MISSION SUPPORT SERVICES LLC,"4001 S. DECATUR BLVD, #37-376",LAS VEGAS,NV,89103,541620,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,132,04/08/2020,Meadows Bank,NV-01
b $2-5 million,JCM AMERICAN CORPORATION,925 Pilot Rd,LAS VEGAS,NV,89119,423420,Corporation,Unanswered,Unanswered,Unanswered,,143,04/15/2020,"U.S. Bank, National Association",NV-01
b $2-5 million,"JERRY'S NUGGET, INC.",1821 Las Vegas Blvd N,North Las Vegas,NV,89030,721120,Corporation,Unanswered,Unanswered,Non-Veteran,,291,04/28/2020,"OneWest Bank, A Division of",NV-01
b $2-5 million,JETT GAMING LLC,3440 RUSSELL ROAD,LAS VEGAS,NV,89118,713290,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,327,04/27/2020,Western Alliance Bank,NV-03
b $2-5 million,JIM MARSH AMERICAN CORPORATION,8555 W. Centennial Prkw,Las Vegas,NV,89149,441120,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,133,04/28/2020,Nevada Bank and Trust Company,NV-04
b $2-5 million,JS PRODUCTS INC,6445 Montessouri St,LAS VEGAS,NV,89113,423830,Corporation,Unanswered,Unanswered,Unanswered,,172,04/09/2020,"Zions Bank, A Division of",NV-03
b $2-5 million,LAS VEGAS PIZZA LLC,9720 W Tropicana Ave,LAS VEGAS,NV,89147,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,04/13/2020,KeyBank National Association,NV-03
b $2-5 million,LAS VEGAS RESIDENTIAL PROPERTIES LLC,4775 S TOPAZ ST,LAS VEGAS,NV,89121,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,291,04/06/2020,City National Bank,NV-01
b $2-5 million,"LNS PARTNERS, INC",1810 E Sahara Ave,Las Vegas,NV,89104,561330,Corporation,Unanswered,Unanswered,Unanswered,,375,05/05/2020,Riverview Bank,NV-01
b $2-5 million,"LONGENECKER & ASSOCIATES, INC.",2154 Red Arrow Drive,Las Vegas,NV,89135,541611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,139,05/03/2020,"Newtek Small Business Finance, Inc.",NV-03
b $2-5 million,"LUTHERAN SECONDARY SCHOOL ASSOCIATION OF CLARK COUNTY, NEVAD",2015 S HUALAPAI WAY,LAS VEGAS,NV,89117,611110,Corporation,Unanswered,Unanswered,Unanswered,,202,04/06/2020,BBVA USA,NV-03
b $2-5 million,"M & H BUILDING SPECIALTIES, INC.",3084 SOUTH HIGHLAND DR Suite E,LAS VEGAS,NV,89109,238130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,129,06/11/2020,Town & Country Bank,NV-01
b $2-5 million,"MARNELL COMPANIES, LLC",222 VIA MARNELL WAY,LAS VEGAS,NV,89119,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,115,04/28/2020,City National Bank,NV-01
b $2-5 million,MATER ACADEMY OF NEVADA,6630 Surrey St,LAS VEGAS,NV,89119,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,251,04/14/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,"MDC RESTAURANTS, LLC","3291 E Warm Springs Rd, Ste 400",LAS VEGAS,NV,89120,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,500,04/14/2020,"Zions Bank, A Division of",NV-03
b $2-5 million,MICHAEL J GAUGHAN AIRPORT SLOT CONCESSION INC,5754 Wayne Newton Blvd,Las Vegas,NV,89111,713210,Corporation,Unanswered,Unanswered,Unanswered,,,06/24/2020,Greater Nevada CU,NV-01
b $2-5 million,MOUNTAIN WEST EXCAVATION & UTILITIES L.L.C.,1851 WESTERN AVENUE,LAS VEGAS,NV,89102,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,70,04/28/2020,Western Alliance Bank,NV-01
b $2-5 million,MP MINE OPERATIONS LLC,6720 Via Austi Parkway Suite 450,LAS VEGAS,NV,89119,237130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,200,04/15/2020,CIBC Bank USA,NV-01
b $2-5 million,NELLIS CAB LLC OPERATIONS SERIES,5490 CAMERON ST,LAS VEGAS,NV,89118,485310,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,477,04/11/2020,City National Bank,NV-03
b $2-5 million,NEVADA BEVERAGE CO.,3940 TROPICANA AVE,LAS VEGAS,NV,89103,424810,Corporation,Unanswered,Unanswered,Unanswered,,250,04/04/2020,City National Bank,NV-01
b $2-5 million,"NEVADA DONOR NETWORK, INC.",2055 E Sahara Ave,LAS VEGAS,NV,89104,621991,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,148,04/15/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,NG WASHINGTON,2026 Montessouri St.,LAS VEGAS,NV,89147,713210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,,04/27/2020,Lexicon Bank,NV-03
b $2-5 million,ODYSSEY CHARTER SCHOOL OF NEVADA,2251 S. JONES BLVD SUITE #100-A,LAS VEGAS,NV,89146,,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,05/03/2020,"Wells Fargo Bank, National Association",NV-01
b $2-5 million,"PATRIOT CONTRACTORS, LLC",2590 NATURE PARK DR Ste 200,NORTH LAS VEGAS,NV,89084,484220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,185,04/14/2020,Bank of George,NV-04
b $2-5 million,PATRIOT FRAMING LLC,3638 N RANCHO DRIVE,LAS VEGAS,NV,89130,238130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,470,04/14/2020,"Zions Bank, A Division of",NV-04
b $2-5 million,PINECREST ACADEMY OF NEVADA,6630 Surrey St,LAS VEGAS,NV,89119,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,492,04/14/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,"PLAZA HOTEL & CASINO, LLC",1 S MAIN STREET,LAS VEGAS,NV,89101,721120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,500,04/29/2020,Western Alliance Bank,NV-01
b $2-5 million,"POWER GEN COMPONENTS, LLC",4311 OQUENDO RD,LAS VEGAS,NV,89118,339999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,201,04/09/2020,First Bank of the Lake,NV-03
b $2-5 million,POWERHOUSE PLASTERING INC,3485 John Peter Lee Avenue,NORTH LAS VEGAS,NV,89032,238140,Corporation,Unanswered,Unanswered,Unanswered,,150,04/08/2020,"Zions Bank, A Division of",NV-04
b $2-5 million,RESORTCOM INTERNATIONAL LLC,6850 BERMUDA ROAD,LAS VEGAS,NV,89119,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,241,04/16/2020,"Citibank, N.A.",NV-01
b $2-5 million,SDMI LIMITED PARTNERSHIP,7301 Peak Dr Suite 200,LAS VEGAS,NV,89128,621112,Partnership,Unanswered,Unanswered,Unanswered,,284,04/14/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,"SDPS, LLC",7301 Peak Dr Suite 200,LAS VEGAS,NV,89128,621112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,163,04/14/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,SILVER LAKE CONSTRUCTION,4495 W. HACIENDA AVE #9,LAS VEGAS,NV,89118,236220,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,254,04/13/2020,Valley Bank of Nevada,NV-03
b $2-5 million,SILVER STATE FORD,6625 Roy Horn Way,LAS VEGAS,NV,89118,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,141,04/08/2020,"Zions Bank, A Division of",NV-03
b $2-5 million,"SILVER STATE REFRIGERATION & HVAC, LLC",4535 Copper Sage Street 0.0,Las Vegas,NV,89115,238220,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,160,04/09/2020,"JPMorgan Chase Bank, National Association",NV-01
b $2-5 million,"SOBEL WESTEX, INC.",2670 South Western Avenue,LAS VEGAS,NV,89109,812331,Corporation,Unanswered,Unanswered,Unanswered,,151,04/08/2020,City National Bank of Florida,NV-01
b $2-5 million,SOLEIL MANAGEMENT LLC,7200 Las Vegas Blvd S Ste A,LAS VEGAS,NV,89119,813990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,469,05/09/2020,"Bank of America, National Association",NV-01
b $2-5 million,SOLOTECH US CORPORATION,7465 DEAN MARTIN DR,LAS VEGAS,NV,89139,334310,Corporation,Unanswered,Unanswered,Unanswered,,169,04/29/2020,City National Bank of Florida,NV-03
b $2-5 million,SOUTHWEST SPECIALTY CONTRACTORS LLC,5990 S. Buffalo Dr.,LAS VEGAS,NV,89113,236220,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,220,04/14/2020,Bank of the West,NV-03
b $2-5 million,"STARPOINT RESORT GROUP, INC.","235 E WARM SPRINGS RD, Suite 107",LAS VEGAS,NV,89119,721110,Corporation,Unanswered,Male Owned,Unanswered,,500,04/07/2020,Western Alliance Bank,NV-01
b $2-5 million,"SUNSTATE COMPANIES, LLC",3101 E Craig Road,NORTH LAS VEGAS,NV,89030,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,295,04/14/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,T S PAINTING AND DRYWALL,2984 MARCO ST,LAS VEGAS,NV,89115,238320,Corporation,Unanswered,Male Owned,Non-Veteran,,249,04/30/2020,"Bank of America, National Association",NV-01
b $2-5 million,T. NICKOLAS CO.,3710 W Sunset Rd,LAS VEGAS,NV,89118,238340,Corporation,Unanswered,Unanswered,Unanswered,,115,04/08/2020,West Valley National Bank,NV-03
b $2-5 million,"TAB CONTRACTORS, INC.",6600 Amelia Earhart Court Suite B,LAS VEGAS,NV,89119,237110,Corporation,Unanswered,Unanswered,Unanswered,,200,04/15/2020,Western Alliance Bank,NV-01
b $2-5 million,"TALENTSCALE, INC,",1350 E Flamingo RD #784,LAS VEGAS,NV,89119,561311,Corporation,Unanswered,Unanswered,Unanswered,,500,04/28/2020,HomeStreet Bank,NV-01
b $2-5 million,"TEAM CONSTRUCTION MANAGEMENT, INC",4875 W Nevso Dr,LAS VEGAS,NV,89103,236220,Subchapter S Corporation,White,Male Owned,Unanswered,,129,04/08/2020,"Zions Bank, A Division of",NV-01
b $2-5 million,TEAM FORD LLC,5445 Drexel Rd,Las Vegas,NV,89130,441110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,171,05/03/2020,"Bank of America, National Association",NV-04
b $2-5 million,THE MEADOWS SCHOOL,8601 Scholar Ln,LAS VEGAS,NV,89128,611110,Corporation,Unanswered,Unanswered,Unanswered,,143,04/15/2020,"Bank of America, National Association",NV-01
b $2-5 million,THE NAV PEOPLE INC.,"410 S Rampart Blvd, Ste 390",LAS VEGAS,NV,89145,541511,Corporation,Unanswered,Unanswered,Unanswered,,42,04/28/2020,"Bank of America, National Association",NV-01
b $2-5 million,THE ROYAL CLUB,2026 Montessouri St.,LAS VEGAS,NV,89147,713210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,181,04/27/2020,Lexicon Bank,NV-03
b $2-5 million,THE SIEGEL GROUP NEVADA INC,3790 Paradise Rd,Las Vegas,NV,89169,713990,Corporation,Unanswered,Unanswered,Unanswered,,,08/04/2020,Greater Nevada CU,NV-01
b $2-5 million,THE SMITH CENTER FOR THE PERFORMING ARTS,361 SYMPHONY PARK AVE,LAS VEGAS,NV,89106,711310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,150,04/08/2020,Western Alliance Bank,NV-01
b $2-5 million,"TITAN SYSTEMS, INC.",4510 Wagon Trail Avenue,LAS VEGAS,NV,89118,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,290,04/14/2020,Bank of the West,NV-03
b $2-5 million,TRANSITIONAL CARE OF LAS VEGAS LLC,5650 S. RAINBOW BLVD,LAS VEGAS,NV,89118,623110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,234,04/15/2020,CFG Community Bank,NV-03
b $2-5 million,TRULINE CORPORATION,9390 Redwood Street,LAS VEGAS,NV,89139,484121,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,266,04/07/2020,"Zions Bank, A Division of",NV-03
b $2-5 million,"TUSCANY HOTEL & CASINO, LLC",255 E. FLAMINGO RD,LAS VEGAS,NV,89169,721120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,383,05/01/2020,Meadows Bank,NV-01
b $2-5 million,UNLV MEDICINE,3016 W Charleston Blvd,LAS VEGAS,NV,89102,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,364,04/28/2020,"U.S. Bank, National Association",NV-01
b $2-5 million,"WELLS CARGO, INC.",9127 W RUSSELL RD Ste 210,LAS VEGAS,NV,89148,237310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,124,04/11/2020,Bank of George,NV-03
b $2-5 million,WEST EDNA ASSOCIATES LTD,3755 W HACIENDA AVE,LAS VEGAS,NV,89118,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,250,04/09/2020,Western Alliance Bank,NV-03
b $2-5 million,WESTCOR CONSTRUCTION,5260 STEPHANIE STREET,LAS VEGAS,NV,89122,238110,Corporation,Unanswered,Unanswered,Unanswered,,375,04/13/2020,Meadows Bank,NV-03
b $2-5 million,"WIRELESS WORLD, LLC",6440 Sky Pointe Dr #140-175,LAS VEGAS,NV,89131,517911,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,455,04/08/2020,"Zions Bank, A Division of",NV-04
b $2-5 million,"WOMEN'S HEALTH ASSOCIATES OF SOUTHERN NEVADA- MARTIN, PLLC",8906 SPANISH RIDGE AVE 202,LAS VEGAS,NV,89148,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,384,04/09/2020,Town & Country Bank,NV-03
c $1-2 million,215 DEALERSHIP INVESTMENT LLC,8030 Rafael Rivera Way,LAS VEGAS,NV,89113,423110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,101,04/09/2020,Lexicon Bank,NV-03
c $1-2 million,300 STEWART AVENUE CORPORATION,300 STEWART AVE,LAS VEGAS,NV,89101,712110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,133,04/08/2020,Western Alliance Bank,NV-01
c $1-2 million,"5G ACQUISITIONS, LLC",4730 S FORT APACHE RD STE 300,LAS VEGAS,NV,89147,523910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,188,05/03/2020,"Bank of America, National Association",NV-03
c $1-2 million,A SERIES LLC,1621 SUNSET RD E,LAS VEGAS,NV,89119,561421,Corporation,Unanswered,Unanswered,Unanswered,,96,05/03/2020,"U.S. Bank, National Association",NV-01
c $1-2 million,"A-1 MECHANICAL, INC.",5985 POLARIS AVE,LAS VEGAS,NV,89118,238220,Corporation,White,Male Owned,Non-Veteran,,63,04/04/2020,Pacific Premier Bank,NV-03
c $1-2 million,"ABC AUTOMOTIVE INVESTMETNS, INC.",7150 SAHARA AVE,LAS VEGAS,NV,89117,441110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,112,04/15/2020,Comerica Bank,NV-03
c $1-2 million,ABC INDUSTRIAL LAUNDRY LLC,240 Spectrum Blvd,LAS VEGAS,NV,89101,812320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,235,04/13/2020,Bank Leumi USA,NV-01
c $1-2 million,ADASHEK & WILKES LLP,5761 S. FT. APACHE ROAD,LAS VEGAS,NV,89148,621111,Limited Liability Partnership,Unanswered,Male Owned,Unanswered,,83,04/28/2020,Western Alliance Bank,NV-03
c $1-2 million,"ADVANCED IMAGING SOLUTIONS, INC.",3865 W. Cheyenne Ave Suite 505 0.0,North Las Vegas,NV,89032,423420,Corporation,Unanswered,Unanswered,Unanswered,,90,04/10/2020,"JPMorgan Chase Bank, National Association",NV-04
c $1-2 million,ALLIANCE FOR CHILDHOOD DISEASES,1 Breakthrough Way,Las Vegas,NV,89135,621111,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,86,05/03/2020,"Bank of America, National Association",NV-03
c $1-2 million,"ALTERNATIVE BUSINESS EQUIPMENT, INC",720 4TH ST,LAS VEGAS,NV,89101,532420,Corporation,Unanswered,Unanswered,Unanswered,,85,04/05/2020,Western Alliance Bank,NV-01
c $1-2 million,"AMI MECHANICAL, LLC",4375 POLARIS AVE STE A,LAS VEGAS,NV,89103,238290,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,80,04/29/2020,First Savings Bank,NV-01
c $1-2 million,ARCATA ASSOCIATES INC,"2588 Fire Mesa Street, Suite 110 0.0",Las Vegas,NV,89128,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,60,08/06/2020,"JPMorgan Chase Bank, National Association",NV-01
c $1-2 million,ASOT ENTERPRISES LLLP,3321 N BUFFALO DR SUITE 200,LAS VEGAS,NV,89129,561499,,Unanswered,Unanswered,Unanswered,,,05/03/2020,"Wells Fargo Bank, National Association",NV-04
c $1-2 million,ASTOUND GROUP,5675 E Ann Rd Suite 101,Las Vegas,NV,89115,337212,Corporation,Unanswered,Unanswered,Unanswered,,20,04/30/2020,Celtic Bank Corporation,NV-01
c $1-2 million,ATEAM LV LLC,5154 W Patrick Ln Ste 110-A,Las Vegas,NV,89118,111150,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,37,05/29/2020,Customers Bank,NV-03
c $1-2 million,"AUSTIN MILLWORK CABINETRY, INC.",6440 POLARIS AVE,LAS VEGAS,NV,89118,238350,Corporation,White,Male Owned,Non-Veteran,,65,04/12/2020,Pacific Premier Bank,NV-03
c $1-2 million,"AWG AMBASSADOR, LLC",6430 Procyon St,LAS VEGAS,NV,89118,485320,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,179,04/08/2020,"Zions Bank, A Division of",NV-03
c $1-2 million,"BERNSTEIN, POKROY & LEHRNER, LTD.",500 S RANCHO DR STE 12,LAS VEGAS,NV,89106,621111,Corporation,Unanswered,Unanswered,Unanswered,,96,04/15/2020,Western Alliance Bank,NV-01
c $1-2 million,BEST FLOORS LTD,1621 SUNSET RD,LAS VEGAS,NV,89119,444190,Corporation,Unanswered,Unanswered,Unanswered,,76,04/10/2020,First Savings Bank,NV-01
c $1-2 million,"BEST MODELS AND TALENT, INC",5801 S DECATUR BLVD STE 110,LAS VEGAS,NV,89118,711410,Corporation,Unanswered,Unanswered,Unanswered,,5,04/10/2020,Western Alliance Bank,NV-03
c $1-2 million,BIGHORN LAW LLC,716 S Jones Blvd,LAS VEGAS,NV,89107,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,81,04/10/2020,Mountain America FCU,NV-01
c $1-2 million,BLACK IRON REINFORCING LLC,4460 RIVIERA RIDGE AVE,LAS VEGAS,NV,89115,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,129,04/14/2020,Bank of the West,NV-01
c $1-2 million,BMM NORTH AMERICA INC,815 Pilot Rd Ste G,Las Vegas,NV,89119,541380,Corporation,Unanswered,Unanswered,Unanswered,,98,05/03/2020,"Bank of America, National Association",NV-01
c $1-2 million,"BONANNO RESTAURANTS, LLC",7251 W SAHARA AVENUE,LAS VEGAS,NV,89117,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,330,04/06/2020,Western Alliance Bank,NV-03
c $1-2 million,BOYS & GIRLS CLUB OF SOUTHERN NV,Boys & Girls Club of Southern NV,LAS VEGAS,NV,89146,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,156,04/06/2020,Lexicon Bank,NV-01
c $1-2 million,BRENDEN THEATRE CORPORATION,4321 West Flamingo Road,LAS VEGAS,NV,89103,512131,Corporation,Unanswered,Male Owned,Non-Veteran,,305,04/09/2020,"Zions Bank, A Division of",NV-01
c $1-2 million,"BRIAN K. IRIYE, M.D. & ASSOCIATES, LTD.",2011 PINTO LN SUITE 200,LAS VEGAS,NV,89106,621111,Corporation,Unanswered,Male Owned,Unanswered,,90,04/05/2020,First Savings Bank,NV-01
c $1-2 million,BTO INVESTMENTS,"6785 S. Eastern Ave, Ste 1",LAS VEGAS,NV,89119,722513,Corporation,Unanswered,Unanswered,Unanswered,,250,04/04/2020,"PNC Bank, National Association",NV-01
c $1-2 million,"BUENAS NOCHES, LLC",10845 GRIFFITH PEAK DR STE 520,LAS VEGAS,NV,89135,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,202,04/15/2020,Western Alliance Bank,NV-03
c $1-2 million,BUILDERS DESIGN GROUP LLC,7570 Dean Martin Dr #601,LAS VEGAS,NV,89139,238330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,125,04/08/2020,"Zions Bank, A Division of",NV-03
c $1-2 million,"BUILDERS UNITED, LLC",6001 S. Decatur Blvd. Suite J,Las Vegas,NV,89118,238910,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,56,04/27/2020,"Zions Bank, A Division of",NV-03
c $1-2 million,"CANYON PLUMBING, LLC",4094 Ponderosa Way,LAS VEGAS,NV,89118,238220,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,95,04/11/2020,"Zions Bank, A Division of",NV-03
c $1-2 million,CAPABILITY HEALTH AND HUMAN SERVICES,7281 W Charleston,LAS VEGAS,NV,89117,621399,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,135,05/11/2020,Lexicon Bank,NV-03
c $1-2 million,"CARBON BLOCK TECHNOLOGY, INC.",7251 Cathedral Rock Dr.,LAS VEGAS,NV,89128,333318,Corporation,Unanswered,Male Owned,Unanswered,,146,04/14/2020,"Washington Federal Bank, National Association",NV-01
